"x"
"0610007P14Rik"
"0610010K14Rik"
"0610037L13Rik"
"0610039K10Rik"
"0610040J01Rik"
"1110002L01Rik"
"1110006O24Rik"
"1110008F13Rik"
"1110008L16Rik"
"1110037F02Rik"
"1110051M20Rik"
"1110059G10Rik"
"1190002N15Rik"
"1190005I06Rik"
"1500015O10Rik"
"1500017E21Rik"
"1600002K03Rik"
"1600014C10Rik"
"1700001C19Rik"
"1700001L05Rik"
"1700001L19Rik"
"1700001O22Rik"
"1700001P01Rik"
"1700003F12Rik"
"1700007G11Rik"
"1700007K13Rik"
"1700008O03Rik"
"1700010I14Rik"
"1700016C15Rik"
"1700017D01Rik"
"1700019A02Rik"
"1700019B03Rik"
"1700019D03Rik"
"1700021F05Rik"
"1700024P16Rik"
"1700025G04Rik"
"1700028K03Rik"
"1700029I15Rik"
"1700029J07Rik"
"1700029P11Rik"
"1700030C10Rik"
"1700030K09Rik"
"1700034H15Rik"
"1700037H04Rik"
"1700048O20Rik"
"1700052K11Rik"
"1700057G04Rik"
"1700066B19Rik"
"1700084E18Rik"
"1700086O06Rik"
"1700088E04Rik"
"1700092M07Rik"
"1700093K21Rik"
"1700102P08Rik"
"1700108F19Rik"
"1700109H08Rik"
"1700112E06Rik"
"1700125H20Rik"
"1810009A15Rik"
"1810010H24Rik"
"1810011O10Rik"
"1810014B01Rik"
"1810022K09Rik"
"1810024B03Rik"
"1810037I17Rik"
"1810041L15Rik"
"1810043G02Rik"
"1810043H04Rik"
"1810046K07Rik"
"1810055G02Rik"
"1810062O18Rik"
"2010005H15Rik"
"2010107E04Rik"
"2010109I03Rik"
"2010111I01Rik"
"2010204K13Rik"
"2200002D01Rik"
"2210010C04Rik"
"2210408I21Rik"
"2300002M23Rik"
"2310007B03Rik"
"2310015A10Rik"
"2310022A10Rik"
"2310022B05Rik"
"2310030G06Rik"
"2310033P09Rik"
"2310036O22Rik"
"2310039H08Rik"
"2410002F23Rik"
"2410006H16Rik"
"2410016O06Rik"
"2410131K14Rik"
"2410137M14Rik"
"2510009E07Rik"
"2510039O18Rik"
"2610001J05Rik"
"2610008E11Rik"
"2610020H08Rik"
"2610028E06Rik"
"2610028H24Rik"
"2610035D17Rik"
"2610203C20Rik"
"2610203C22Rik"
"2610318N02Rik"
"2610524H06Rik"
"2610528J11Rik"
"2700046G09Rik"
"2700049A03Rik"
"2700060E02Rik"
"2700094K13Rik"
"2700097O09Rik"
"2810403A07Rik"
"2810403D21Rik"
"2810410L24Rik"
"2900005J15Rik"
"2900011O08Rik"
"2900041M22Rik"
"3110002H16Rik"
"3110040N11Rik"
"3110070M22Rik"
"3110082I17Rik"
"3300002I08Rik"
"3425401B19Rik"
"3632451O06Rik"
"4430402I18Rik"
"4632428C04Rik"
"4732471J01Rik"
"4833418N02Rik"
"4833427G06Rik"
"4833439L19Rik"
"4921507P07Rik"
"4921517D22Rik"
"4921524J17Rik"
"4930402F06Rik"
"4930402H24Rik"
"4930404I05Rik"
"4930412C18Rik"
"4930417O13Rik"
"4930426L09Rik"
"4930427A07Rik"
"4930432K21Rik"
"4930433N12Rik"
"4930444G20Rik"
"4930447C04Rik"
"4930452B06Rik"
"4930453N24Rik"
"4930467E23Rik"
"4930469G21Rik"
"4930503E14Rik"
"4930505A04Rik"
"4930511M06Rik"
"4930512B01Rik"
"4930513N10Rik"
"4930515G01Rik"
"4930519G04Rik"
"4930523C07Rik"
"4930524B15Rik"
"4930539J05Rik"
"4930548H24Rik"
"4930558C23Rik"
"4930590J08Rik"
"4931406B18Rik"
"4931406P16Rik"
"4931408C20Rik"
"4931414P19Rik"
"4931428F04Rik"
"4931429L15Rik"
"4931440F15Rik"
"4932438A13Rik"
"4933402J07Rik"
"4933421O10Rik"
"4933427D06Rik"
"4933427E11Rik"
"4933430I17Rik"
"4933431E20Rik"
"4933434E20Rik"
"5031414D18Rik"
"5031434O11Rik"
"5031439G07Rik"
"5330413P13Rik"
"5430405H02Rik"
"5430416O09Rik"
"5430427O19Rik"
"5730422E09Rik"
"5730455P16Rik"
"5730508B09Rik"
"5730559C18Rik"
"5930412G12Rik"
"6030408B16Rik"
"6030419C18Rik"
"6030458C11Rik"
"6230400D17Rik"
"6330403K07Rik"
"6430548M08Rik"
"6430550D23Rik"
"6430571L13Rik"
"6430573F11Rik"
"8030462N17Rik"
"8430408G22Rik"
"9030617O03Rik"
"9030624J02Rik"
"9130008F23Rik"
"9130019O22Rik"
"9130023H24Rik"
"9130024F11Rik"
"9130230L23Rik"
"9230110C19Rik"
"9230116N13Rik"
"9330158H04Rik"
"9330159F19Rik"
"9330175E14Rik"
"9330182L06Rik"
"9430020K01Rik"
"9430038I01Rik"
"9530026P05Rik"
"9530059O14Rik"
"9530068E07Rik"
"9530082P21Rik"
"9930012K11Rik"
"9930014A18Rik"
"9930021J03Rik"
"9930104L06Rik"
"A130010J15Rik"
"A230046K03Rik"
"A230050P20Rik"
"A230056P14Rik"
"A230065H16Rik"
"A2m"
"A330023F24Rik"
"A330035P11Rik"
"A330076H08Rik"
"A3galt2"
"A430005L14Rik"
"A4galt"
"A530013C23Rik"
"A530032D15Rik"
"A530053G22Rik"
"A630010A05Rik"
"A730017C20Rik"
"A730017L22Rik"
"A830010M20Rik"
"A830018L16Rik"
"A830080D01Rik"
"A930004D18Rik"
"A930007I19Rik"
"A930011G23Rik"
"A930015D03Rik"
"AA415398"
"AA467197"
"AA986860"
"Aaas"
"Aacs"
"Aadac"
"Aadat"
"Aak1"
"Aars"
"Aarsd1"
"Aasdh"
"Aasdhppt"
"Aass"
"Aatf"
"AB124611"
"Abat"
"Abca1"
"Abca12"
"Abca13"
"Abca3"
"Abca4"
"Abca5"
"Abca6"
"Abca8b"
"Abca9"
"Abcb10"
"Abcb1a"
"Abcb1b"
"Abcb6"
"Abcb9"
"Abcc10"
"Abcc12"
"Abcc2"
"Abcc3"
"Abcc4"
"Abcc5"
"Abcd2"
"Abcd3"
"Abce1"
"Abcf1"
"Abcf2"
"Abcg1"
"Abcg2"
"Abcg3"
"Abhd14b"
"Abhd15"
"Abhd2"
"Abhd3"
"Abhd5"
"Abi2"
"Abi3"
"Abi3bp"
"Ablim1"
"Ablim2"
"Abo"
"Abra"
"Abtb1"
"Acaa1b"
"Acaa2"
"Acaca"
"Acacb"
"Acad8"
"Acadm"
"Acan"
"Acap1"
"Acap3"
"Acat2"
"Acat3"
"Acbd3"
"Acbd4"
"Acbd6"
"Accsl"
"Acer1"
"Acer3"
"Ache"
"Acmsd"
"Aco2"
"Acot1"
"Acot11"
"Acot13"
"Acot2"
"Acot6"
"Acot7"
"Acot9"
"Acox2"
"Acox3"
"Acp1"
"Acp5"
"Acp6"
"Acpp"
"Acrv1"
"Acsbg1"
"Acsbg2"
"Acsf2"
"Acsl1"
"Acsl3"
"Acsl4"
"Acsl5"
"Acsl6"
"Acsm3"
"Acsm4"
"Acss1"
"Acss3"
"Acta1"
"Acta2"
"Actb"
"Actg1"
"Actg2"
"Actl6a"
"Actn1"
"Actn2"
"Actn3"
"Actn4"
"Actr1b"
"Actr3b"
"Actr8"
"Acvr1"
"Acvr2b"
"Acvrl1"
"Acy1"
"Acyp2"
"Adam10"
"Adam11"
"Adam12"
"Adam15"
"Adam19"
"Adam22"
"Adam23"
"Adam28"
"Adam3"
"Adam32"
"Adam33"
"Adam4"
"Adam8"
"Adam9"
"Adamts1"
"Adamts10"
"Adamts12"
"Adamts13"
"Adamts14"
"Adamts15"
"Adamts16"
"Adamts17"
"Adamts18"
"Adamts19"
"Adamts20"
"Adamts3"
"Adamts4"
"Adamts5"
"Adamts6"
"Adamts7"
"Adamts9"
"Adamtsl1"
"Adamtsl3"
"Adamtsl5"
"Adap2"
"Adar"
"Adarb1"
"Adarb2"
"Adat2"
"Adcy1"
"Adcy10"
"Adcy2"
"Adcy4"
"Adcy7"
"Adcyap1r1"
"Add1"
"Add3"
"Adh1"
"Adh5"
"Adh7"
"Adhfe1"
"Adi1"
"Adipor1"
"Adipor2"
"Adk"
"Adm"
"Adm2"
"Adnp"
"Adnp2"
"Adora1"
"Adpgk"
"Adprh"
"Adra1a"
"Adra1b"
"Adra2a"
"Adra2b"
"Adrb1"
"Adrb2"
"Adrb3"
"Adrbk1"
"Adrbk2"
"Adsl"
"Adss"
"Adssl1"
"Aebp1"
"Aebp2"
"Aen"
"Aes"
"Afap1"
"Afap1l1"
"Afap1l2"
"Aff1"
"Aff3"
"Afg3l1"
"Afg3l2"
"Afmid"
"Afp"
"Agap1"
"Agap3"
"Agbl2"
"Ager"
"Agfg1"
"Agk"
"Agl"
"Agpat2"
"Agpat4"
"Agpat9"
"Agps"
"Agrp"
"Agtpbp1"
"Agtr1a"
"Agtrap"
"Ahctf1"
"Ahcy"
"Ahdc1"
"Ahnak"
"Ahr"
"Ahrr"
"Ahsa1"
"AI314180"
"AI427809"
"AI429214"
"AI464131"
"AI467606"
"AI504432"
"AI593442"
"AI661453"
"AI837181"
"AI846148"
"AI987944"
"Aif1l"
"Aifm1"
"Aifm2"
"Aifm3"
"Aig1"
"Aim1"
"Aim1l"
"Aim2"
"Aimp1"
"Aipl1"
"Aire"
"Airn"
"Ak1"
"Ak2"
"Ak3"
"Ak4"
"Ak5"
"Ak7"
"Akap1"
"Akap10"
"Akap11"
"Akap12"
"Akap2"
"Akap5"
"Akap6"
"Akap7"
"Akap9"
"Akna"
"Akr1b3"
"Akr1b7"
"Akr1b8"
"Akr1c13"
"Akr1c14"
"Akr1c18"
"Akr7a5"
"Akt1"
"Akt1s1"
"Akt3"
"Aktip"
"Alas1"
"Alas2"
"Alcam"
"Aldh1a2"
"Aldh1a3"
"Aldh1a7"
"Aldh1b1"
"Aldh1l1"
"Aldh1l2"
"Aldh2"
"Aldh3a2"
"Aldh4a1"
"Aldh6a1"
"Aldh7a1"
"Aldh9a1"
"Aldoa"
"Aldoart2"
"Aldoc"
"Alg13"
"Alg14"
"Alg5"
"Alg6"
"Alkbh5"
"Alkbh7"
"Alkbh8"
"Alox12"
"Alox12e"
"Alox15"
"Alox5ap"
